SampleID	Known_2	Known_3	Known_4	Known_5	Known_6	Known_7	Known_9	Known_10	Known_11	Known_14	Known_15	Known_16	Known_18	Known_50	Known_19	Known_20	Known_21	Known_22	Known_23	Known_48	Known_24	Known_25	Known_27	Data1_Unknown_1	Data1_Unknown_3	Data1_Unknown_5	Data1_Unknown_6	Data1_Unknown_10	Data1_Unknown_12	Data1_Unknown_18	Data1_Unknown_22	Data1_Unknown_26	Data1_Unknown_28	Data1_Unknown_29	Data1_Unknown_31	Data1_Unknown_32	Data1_Unknown_36	Data1_Unknown_41	Data1_Unknown_42	Data1_Unknown_43	Data1_Unknown_45	Data1_Unknown_46	Data1_Unknown_48	Data1_Unknown_50	Data1_Unknown_51	Data1_Unknown_53	Data1_Unknown_55	Data1_Unknown_57	Data1_Unknown_58	Data1_Unknown_59	Data1_Unknown_60	Data1_Unknown_61	Data1_Unknown_62	Data1_Unknown_63	Data1_Unknown_64	Data1_Unknown_65	Data1_Unknown_66	Data1_Unknown_67	Data1_Unknown_70	Data1_Unknown_71	Data1_Unknown_73	Data1_Unknown_77	Data1_Unknown_78	Data1_Unknown_80	Data1_Unknown_81	Data1_Unknown_82	Data1_Unknown_83	Data1_Unknown_84	Data1_Unknown_85	Data1_Unknown_86	Known_49	Known_30	Known_33	Known_35	Known_37	Known_39	Known_41	Known_42	Known_44	Known_45	Known_46	Known_47	Known_38	Known_32	Known_34	Known_36	Known_31	Known_40	Known_43
Sample_163	-2.807	-1.722	-2.432	-1.311	-0.4399	-2.241	0.1827	-0.6588	-0.2858	0.6511	-1.213	0.06899	-0.3518	-2.005	-0.7306	0.5316	0.1891	-0.3451	-0.3319	-2.432	1.213	1.092	-1.78	0.9842	1.005	1.047	-1.163	0.5029	0.7306	1.005	1.422	-1.163	-0.8064	-1.722	-0.06899	-1.495	1.534	0.8687	0.2728	-0.09414	0.7978	1.115	-0.4468	1.015	-0.2083	1.24	0.9842	1.422	-0.1573	1.047	0.9443	-0.6204	0.6824	2.108	1.163	-0.2924	1.534	-0.5607	-1.722	1.78	-0.7807	0.5388	-1.534	-1.919	-1.621	-0.3451	-1.422	-2.241	-2.432	-2.807	-1.621	0.3786	0.3518	0.6204	-0.3921	1.24	0.5461	-1.026	1.267	-0.17	-0.7306	-1.78	-1.534	0.9059	-0.7144	-0.6745	-0.3252	-0.04388	-0.8064
Sample_64	0.7807	1.495	1.372	1.138	-0.6983	-0.7306	1.534	2.005	1.919	2.807	1.645	0.9059	0.7638	-0.07527	-0.4959	-0.7471	-0.4399	-0.1446	1.092	-0.2989	-1.163	-1.326	1.267	-1.296	-0.9842	0.6666	-0.5607	-1.326	-1.78	-2.108	-1.534	-1.422	-0.8327	1.092	0.2469	-0.4607	-1.919	1.115	-0.5903	0.06271	2.241	-0.3921	0.17	1.457	1.213	-2.005	-1.356	1.476	0.5903	0.4747	-0.8506	2.432	0.7306	-1.722	-0.8064	-2.241	-2.807	-2.807	1.213	0.0188	0.06899	-1.919	1.422	1.296	-0.2598	0.628	-0.6511	1.296	0.4468	-0.1573	0.05643	1.388	0.9842	0.9443	0.4747	0.4193	-1.138	-2.17	0.3252	0.1573	0.132	0.2728	1.267	1.115	1.047	-1.026	-0.4747	1.722	0.2469
Sample_108	-2.005	-1.457	-2.005	-2.432	-1.576	-2.432	0.6204	-0.03761	-0.113	-0.1637	0.6128	0.1257	-0.7306	-2.807	-2.241	-2.005	-1.67	-2.432	-2.432	-2.241	-1.326	-1.722	-0.9443	-0.5172	-0.5754	-2.108	-2.807	-0.9842	-0.8327	1.722	0.6433	-1.126	-2.807	-1.138	-0.7144	-1.576	-0.06899	-0.1764	-2.108	-1.881	2.005	-1.457	-2.807	2.054	1.576	2.005	-0.7144	1.919	1.08	-1.44	-0.6128	-2.432	1.621	2.005	2.807	2.241	0.2858	-1.919	-1.138	-0.04388	0.2989	-1.645	-0.6903	-1.163	-2.241	0.5172	-1.78	-1.026	-2.807	-2.432	-1.213	0.7144	1.422	0.8064	0.151	-0.3252	0.4817	0.6511	1.005	0.4468	0.5172	-0.2211	-0.5244	-0.5754	0.151	0.8151	0.628	0.1827	0.06271
Sample_149	-0.2275	-0.5244	-0.4817	-0.06899	0.7807	0.3518	1.015	0.3385	-0.2663	-0.2858	-0.0188	-0.6128	-0.7638	-1.092	-0.6128	-0.6666	-0.2858	-1.267	-1.457	-1.188	-1.026	-1.388	-1.326	0.9443	-0.2211	-0.3385	-0.3921	-0.7063	-0.4193	0.6204	1.015	0.8327	-0.7144	-0.6357	0.6666	-0.2598	-0.4817	0.9059	-0.4056	0.1193	1.621	-0.234	0.3853	1.495	1.163	2.432	-1.267	1.476	0.3385	-0.06899	-0.1004	-1.005	0.4747	1.621	1.495	1.919	-0.3385	-0.2924	-1.163	0.8871	-1.047	0.2728	-0.9059	-1.115	0.09414	1.495	-0.8871	-1.188	0.1955	-0.1193	-0.5029	-0.8151	0.7807	-0.1193	-0.7471	0.2728	-1.036	-0.6824	-1.326	-0.1891	-0.5029	-0.6357	0.02507	-0.1193	0.8871	0.5316	0.6745	-0.9842	-0.132
Sample_83	-0.09414	-0.1067	0.09414	-0.04388	-0.4747	-0.1573	1.67	0.6983	1.267	-0.3651	-0.1573	-0.6824	-0.03134	-0.0188	0.1827	-0.2083	0.2275	0.3651	0.5534	-0.6983	-0.132	-0.2989	0.9842	-0.8506	-0.3252	0.4056	-1.326	-0.7722	-0.08156	-0.3651	0.4399	0.5316	0.1955	1.005	0.5754	-0.5461	-0.1573	1.555	-0.132	0.8327	1.621	0.1257	-0.7638	1.722	-0.6511	0.3719	-0.433	1.67	-0.5903	0.3719	0.08156	0.3451	1.115	1.78	0.9542	-0.3121	-0.2858	-1.405	0.9842	0.8596	0.8151	-0.1257	1.188	1.047	-0.2404	-0.4677	-0.1257	0.9842	-0.2404	-0.3252	-0.4607	-1.534	0.0188	2.432	1.005	0.5029	1.67	-0.433	-0.7638	-1.576	-1.457	-0.9641	-0.04388	-0.17	-0.1573	1.115	0.6511	0.7807	-0.4261
Sample_177	-0.7978	-0.4538	0.2275	-0.3385	-0.5681	-0.8687	-0.4468	-0.234	-0.234	-1.069	-1.722	-1.78	-0.132	-0.5754	0.3055	0.433	0.2858	1.026	2.005	-1.422	1.576	-0.04388	-0.7471	-0.09414	-0.2083	1.67	-0.7063	-0.7722	0.8327	0.3518	1.388	-0.4538	0.7063	-0.5607	0.2211	-1.621	1.457	0.4747	-0.5316	0.7225	1.036	0.8416	-0.1955	1.576	0.7807	0.5172	1.188	1.576	-0.4959	0.8506	-0.1637	1.722	0.8151	1.356	1.005	2.807	1.047	-0.4056	-0.8506	0.4747	0.4193	0.4538	-0.7638	-0.7306	-0.5681	-1.534	0.7144	-0.6053	-0.17	-0.6053	-1.534	1.326	-0.6053	-0.2598	1.722	-2.108	1.356	0.5461	0.7722	0.6666	0.6204	0.5172	0.07527	-1.213	0.5029	-0.3451	0.3853	0.7225	0.5172
Sample_37	-0.9059	-0.7471	-0.9249	-0.2275	-0.2924	-0.4607	0.2793	-0.8151	-0.2211	1.514	0.9842	0.8871	1.67	-0.07527	1.213	1.115	0.6204	1.227	1.227	-0.08156	0.9842	1.005	-1.24	1.621	1.621	1.126	0.4193	0.4817	2.241	2.241	1.069	0.6053	1.326	-0.8327	0.7978	0.2728	1.845	2.108	0.7471	2.005	2.432	1.476	1.138	2.576	0.9249	0.8965	0.4607	2.432	0.7722	0.6824	2.807	2.005	2.432	2.241	0.5978	0.8965	1.845	0.6128	-0.8327	2.807	2.005	1.267	-0.7807	-0.8506	-0.2404	0.08156	0.6053	-0.8871	-0.6983	-0.4056	-0.7306	0.5903	-0.8779	1.388	-0.2404	0.9641	0.4538	0.5316	1.115	1.188	1.326	1.388	-0.8871	-0.01253	1.919	1.047	1.919	0.7225	1.422
Sample_184	-1.67	-2.326	-1.069	-0.8506	0.4747	-0.9443	0.7807	0.09414	0.6357	-0.1446	-0.08156	-0.132	0.6824	0.1004	0.8687	-0.1257	1.267	0.6128	-0.4056	-1.845	0.006267	-0.6357	-2.807	0.2793	0.1891	-0.3786	-1.115	-0.9249	1.621	0.9542	0.7471	0.5029	0.07527	-1.555	0.3921	0.05643	0.5461	1.213	-0.3385	1.845	2.108	0.2147	-0.6128	1.621	2.432	1.621	-0.1573	1.722	0.1827	-0.17	-0.3921	0.6357	1.296	1.534	0.4959	1.213	0.5828	-0.4399	-1.326	0.3719	-0.7063	-0.06271	-1.388	-1.422	-0.4888	-0.4468	0.17	-1.919	-1.026	-0.7638	-2.241	-1.069	-0.5029	-0.4888	0.9154	-0.6666	1.845	0.2858	0.8151	-0.7807	-1.341	-1.296	0.5607	-1.188	1.722	1.845	1.722	0.5978	-0.234
Sample_24	-0.6824	-0.4888	-1.036	-0.3651	-0.4607	-0.5607	0.7638	0.3121	0.3252	0.7306	1.069	0.3385	1.457	-0.6666	0.2533	-0.3786	-0.3319	-0.1955	-0.4888	-0.9842	0.2663	-0.9842	0.17	0.234	0.8687	-0.7144	-0.8327	-0.2083	0.8779	-0.4747	0.9842	0.5461	-0.9842	0.3252	0.433	0.2211	0.5754	0.6204	-1.115	0.8596	0.6357	-0.0188	0.08156	1.047	1.645	0.7388	-0.03761	1.388	0.2989	-0.7807	0.5828	-0.1827	0.1827	1.67	2.005	1.621	0.4607	-1.103	0.006267	1.722	1.267	-0.6745	0.05643	0.08156	0.1383	1.296	-0.7892	0.2211	-0.8687	-0.7144	-1.058	-0.03134	-0.2598	0.4959	-1.115	-0.9059	1.047	-0.8779	-0.4399	0.006267	0.2663	0.3252	-0.1891	-1.576	-0.2989	-0.5316	-0.9249	-0.234	0.7144
Sample_93	0.7638	1.621	1.026	1.356	0.3319	0.9443	1.845	1.534	1.388	1.163	0.6128	0.4056	0.7638	1.812	2.432	1.267	1.388	1.576	1.457	1.267	1.163	1.188	0.1193	-0.2211	-0.132	2.432	1.2	1.422	1.005	0.06899	1.919	1.24	0.8239	-0.04388	0.7807	0.6983	0.6745	1.163	1.026	2.432	0.7978	2.241	1.96	1.78	1.036	0.8151	1.047	1.78	-1.115	1.24	1.103	1.534	1.495	1.722	0.1891	1.267	0.3385	0.9945	0.1193	2.108	-0.4125	1.67	0.3121	0.2598	1.388	1.188	1.069	0.1573	1.24	1.047	1.534	0.8687	0.3921	1.341	1.845	1.495	0.7807	0.7978	-0.5461	-0.1573	-0.5172	-0.3518	1.845	0.5029	0.9842	0.1446	1.267	-0.1067	-1.163
Sample_25	-0.01253	0.4193	0.1573	0.3786	0.1383	0.2469	-0.2598	-0.4468	-0.1827	0.2793	-1.026	-1.026	1.422	-0.05015	0.8416	0.6745	0.1193	1.227	1.555	0.1257	1.534	0.6903	-0.7306	0.006267	1.138	2.241	0.132	0.5534	2.005	0.06899	1.015	0.7807	0.6745	-1.213	0.4747	1.919	1.092	1.919	0.1067	1.621	1.457	0.9443	0.7306	2.054	2.108	1.047	1.296	2.241	1.126	1.115	1.476	1.388	2.241	1.845	1.267	1.188	0.5461	0.2598	-0.5754	2.241	-0.8687	0.8327	-0.1446	-0.5903	0.6053	-0.2663	0.7638	-0.4888	0.6666	1.405	-0.2083	-0.7807	0.7144	1.296	-0.7306	-0.3786	-0.5607	-2.17	0.8871	-0.6666	-0.1446	0.7638	0.8064	-1.919	1.267	-0.04388	0.7306	0.9641	1.67
Sample_140	1.188	1.919	1.621	1.534	-0.7722	0.5978	2.108	2.432	2.005	1.069	-0.132	0.2598	0.8327	0.4959	0.4056	0.4056	-0.06899	0.3921	1.036	0.4193	-0.2728	-0.5534	1.005	-0.9059	-0.04388	0.1573	-0.6588	-2.005	-1.092	-2.241	0.4399	-0.151	-0.5607	0.8327	0.2858	-0.9443	-1.576	0.5754	-0.7471	1.047	1.881	0.8064	-0.03761	1.67	-1.282	-2.432	-0.3651	1.621	-1.267	-0.2989	-1.213	0.8506	1.138	-0.2989	-2.807	-1.78	-2.432	-2.108	0.9059	-0.3385	0.5388	-0.7471	1.296	1.005	1.457	-0.8871	-0.3786	1.005	1.326	0.7554	1.069	1.175	1.138	0.9059	2.241	1.67	1.175	0.7471	0.9154	-0.03134	-0.1573	0.2989	0.8506	0.3121	0.7554	0.03134	0.5172	1.026	-0.3121
Sample_11	0.1955	-0.1573	0.2275	-0.4677	1.163	-0.1193	0.8687	0.2469	-0.03134	0.2598	1.103	0.1637	-0.6511	-0.5903	-1.96	-0.7144	-0.4193	-1.175	-1.115	0.5101	-1.24	0.132	0.8687	1.356	-0.1067	-0.5244	-1.188	-0.5172	-0.1573	2.005	0.8506	0.9842	-1.282	1.495	0.5172	1.388	-0.132	0.4538	-1.092	-1.103	1.78	-0.2989	-0.6357	2.241	1.457	1.78	-1.026	2.807	1.026	-0.6511	0.3186	-1.422	2.005	2.432	1.845	2.432	0.06899	0.7063	1.163	1.069	1.621	0.8151	0.9059	1.341	-0.08156	1.115	-1.047	0.9641	0.2469	-0.5101	-0.1067	-0.01253	-0.1257	1.845	-1.722	-0.4538	0.006267	-1.388	-1.356	-0.4193	-0.05643	0.8965	-0.3989	0.7978	0.9059	1.919	-1.092	-0.4125	0.8506
Sample_181	2.807	1.845	2.432	2.432	-1.026	1.457	0.2989	0.4747	1.163	0.1955	-1.534	-1.213	1.213	1.296	-0.03761	1.005	-2.005	-0.7722	0.7225	1.534	1.296	1.24	1.069	0.08156	1.026	1.919	0.5903	0.5828	1.422	-0.09414	1.457	1.534	-1.388	0.8871	0.6511	0.5828	0.5172	1.047	-0.2469	0.5461	1.388	0.7722	1.069	1.845	1.422	-0.5244	1.115	2.005	-0.113	0.8064	0.2793	1.645	1.576	1.138	-2.108	-1.534	-0.05643	0.7722	1.069	1.422	-0.5461	2.241	1.138	1.188	-0.02507	-1.495	-0.04388	1.115	1.422	1.163	0.9059	1.005	-1.005	1.457	2.432	-0.08156	0.3252	-0.8779	1.457	1.422	1.576	1.78	0.3319	0.3786	2.108	0.4888	1.08	0.4747	0.2663
Sample_109	0.04388	-0.4193	-0.8506	-0.5607	0.1955	0.3786	1.422	0.4888	-0.17	-0.8327	-0.2858	-0.3585	-0.7144	0.3786	0.006267	-0.3451	0.4607	-0.5754	-0.9059	0.3252	-1.138	-0.1067	-0.2469	0.1637	-0.9641	-1.188	-0.8151	0.006267	-0.0188	1.645	0.8327	0.3786	0.2989	0.1573	0.2083	-0.006267	-0.1193	0.8151	-0.7807	0.5101	1.722	0.2147	-0.2989	1.534	-1.621	1.311	-1.163	1.845	0.5534	-1.213	0.8596	-1.388	1.092	2.807	1.534	0.7978	0.1446	-0.4607	-0.2598	1.495	0.7471	0.09414	-0.2083	-0.09414	0.4888	-0.3121	-0.03134	-0.132	0.006267	0.1955	0.006267	-0.9249	0.6204	0.9641	-0.8687	0.7978	-0.03761	-0.3451	-0.08156	-0.9443	-0.4193	-0.6511	-0.2469	-0.8327	-0.9842	1.356	0.8871	-1.188	0.1637
Sample_195	-1.069	-2.005	-0.2793	1.388	0.6357	-1.457	0.1193	0.05015	0.1067	-0.2404	-0.1067	-0.5534	-0.2533	-0.5534	0.1573	1.495	-1.845	0.2211	1.495	-0.8596	0.5172	0.6357	-1.621	1.115	1.188	0.9741	0.6357	1.78	0.7807	1.213	1.163	0.7978	0.6128	-1.78	0.5607	0.5316	0.4399	0.7638	0.5607	-0.3921	-0.2924	1.24	0.2989	-1.645	-1.576	0.2147	0.3319	-1.388	-1.78	0.9249	-1.326	0.8687	-1.919	-0.2598	0.1067	-0.7306	0.7388	0.3252	-2.241	-0.9641	0.9842	0.6433	-1.78	-2.241	-1.422	-0.6433	0.3651	-1.67	-0.9059	-1.005	-2.108	-0.5244	0.6357	0.5534	-2.326	-0.3921	-0.3252	-1.282	1.457	0.1193	0.4468	0.7471	-2.241	-0.9443	0.7554	1.534	1.422	-0.4607	0.8327
Sample_186	-0.7471	-0.3385	0.132	-0.6357	-0.5029	-0.6511	-1.422	-1.296	-0.7978	0.3651	0.3385	-0.3385	-0.07527	0.1257	0.3651	-0.3921	0.6053	0.4125	0.6357	-0.151	0.4468	0.2598	-0.5461	-1.092	-1.069	1.388	-0.6588	-0.3252	0.2728	0.2989	1.115	0.1955	0.1193	-0.7306	0.07527	-0.08784	0.3853	-0.1193	-0.1446	0.4677	0.9641	-0.3121	-0.4193	1.015	2.807	1.213	0.4468	0.8965	-0.113	0.5903	-0.1637	0.9842	-0.05015	1.576	1.576	1.115	0.3252	0.1637	-0.6666	-0.3121	0.3651	0.4538	-0.4468	-0.433	-0.4677	-0.1955	0.2469	-0.5029	0.006267	-0.6357	-0.03761	0.9443	-0.9346	-0.132	0.6983	1.005	0.8871	-0.7638	0.2533	0.05015	-0.04388	-0.02507	-0.08784	0.08156	-0.3451	-1.621	-1.534	0.5461	0.4888
Sample_187	-1.026	0.07527	0.5903	-0.2598	-0.1573	-0.9059	-0.1827	0.4607	0.6824	1.845	1.296	0.7807	1.621	0.1004	0.7388	0.6745	-0.08156	0.7144	1.296	0	0.7638	0.01253	-0.6983	-0.4677	-0.08156	0.8506	0.3921	0.2793	0.4056	-0.8506	0.8871	0.6824	-0.1827	-0.9443	0.4056	1.24	0.09414	0.6511	0.234	0.8151	-0.6128	0.5172	0.5681	0.2275	0.8506	1.534	0.8327	0.3121	-1.919	0.17	1.005	2.241	0.17	0.5029	-1.326	1.722	-0.2469	0.5029	-0.433	1.227	-0.3518	1.188	-0.3252	-0.4888	-0.3651	0.7471	-0.2211	-0.7978	0.1257	0.3921	-0.9059	1.78	0.7978	1.115	2.005	-0.5316	1.138	-1.422	-0.3989	0.2728	0.2404	0.4125	1.015	-0.7807	0.006267	-0.7892	0.2211	0.8871	-0.4677
Sample_79	0.5244	-0.2275	-0.4817	0.132	0.7063	0.3055	-1.163	-1.356	-1.092	1.576	1.005	0.6357	0.9249	2.807	1.311	1.188	0.4888	0.3319	0.1004	0.7638	0.6511	0.132	-0.03134	0.8506	0.6666	0.1067	-0.2598	1.267	1.115	2.108	1.722	0.9059	1.267	0.1257	0.3518	0.1637	1.163	1.069	1.919	1.267	0.9842	1.267	0.1193	0.4959	-0.6053	2.241	0.1955	0.7807	0.9059	-0.6357	1.267	-0.03134	-0.8327	0.9443	1.356	1.388	1.326	1.08	-0.1955	1.326	1.356	1.015	-0.5029	-0.2083	0.4607	0.7807	0.5754	-0.04388	0.1827	0.3121	-0.08156	0.05643	0.1004	2.241	-0.09414	-0.5607	0.4056	0.9249	1.047	1.115	1.388	1.126	1.67	-1.069	1.092	0.4888	0.8687	0.0188	0.2211
Sample_28	-0.6666	-0.2728	-0.7638	-1.213	-1.722	-1.296	-0.1193	-0.03761	0.9249	0.3121	0.5681	0.1637	-0.1891	0.02507	-0.5903	-0.9842	-0.2728	-0.7978	-0.6357	0.5461	-0.06899	-0.5754	-0.05643	-0.5754	-0.2728	0.3121	-1.405	-0.8596	0.4193	-0.17	0.5029	-0.5903	-0.4468	-0.2083	-1.845	-2.241	-0.05643	-0.06899	-1.227	-0.6511	1.881	-1.047	-1.534	1.919	0.8871	1.372	-0.3385	1.534	0.5101	-0.9542	0.2083	0.6511	0.2083	1.036	2.432	2.108	-0.113	-0.9842	-0.1067	-0.1827	0.5754	-1.005	0.1193	-0.08156	-0.3186	-0.151	-0.234	-0.05643	-1.092	-1.388	-0.2989	0.04388	0.4468	0.5903	1.188	-0.2598	0.8687	-1.495	0.7144	-0.3385	-0.3518	-1.026	-0.6745	0.6204	1.67	-0.7471	0.5903	0.06899	-0.8327
Sample_17	-0.1067	0.9154	-0.3121	0.5607	2.108	-0.9945	1.115	0.7306	0.1446	-0.7807	1.267	0.6357	-0.7471	0.1891	0.433	0.8506	-0.5244	-0.1573	0.2469	-0.1004	-0.03134	-0.5316	-1.722	1.24	-0.4193	-0.8506	-0.3719	1.722	-1.188	0.3252	1.326	0.7306	0.2989	-1.296	0.02507	0.6666	0.5029	-0.7144	1.67	0.3786	1.08	1.188	-0.006267	1.388	0.1383	1.695	-0.08156	1.356	0.01253	-1.005	2.241	-0.8871	-0.02507	0.8327	0.04388	1.356	0.7388	1.44	-1.621	2.432	0.628	1.621	-1.422	-1.78	0.7638	1.576	0.3921	-1.621	0.05643	-0.5754	-1.005	0.9842	0.5101	1.188	-1.534	-1.005	-0.1067	-0.5172	-1.751	-0.2728	-0.4056	-1.092	-0.5978	-1.67	-0.5172	1.005	-1.267	-1.495	0.7471
Sample_121	0.5754	0.0188	0.5388	0.8871	0.433	0.8506	-2.807	-2.108	-1.163	-0.6666	-0.9945	-1.188	1.282	1.514	1.67	1.326	-0.2469	0.7807	1.163	0.5607	1.67	0.2793	-0.7638	0.9059	1.115	0.7978	0.433	0.3252	1.267	0.5681	1.092	0.3921	1.67	-1.026	-0.4056	0.433	1.422	0.6903	1.213	1.534	0.9154	1.036	0.6204	0.3252	0.4056	0.7388	1.534	0.6357	-1.24	-0.03761	0.4468	1.296	-0.8965	0.2728	-0.3186	-0.03761	1.092	1.254	-0.9059	0.7388	0.2533	1.163	-0.6511	-0.8871	0.6204	-0.7144	1.621	-0.7638	0.6128	0.8506	0.1446	0.9154	-1.722	0.4468	0.113	-0.132	-0.151	-2.432	-0.6745	0.08156	0.09414	0.628	-0.06899	-1.78	1.126	0.6511	2.005	0.4399	-0.4468
Sample_143	1.026	0.9154	0.8871	0.4468	1.047	0.5607	0.6357	1.026	1.326	1.621	2.326	2.241	0.8687	1.812	1.388	1.026	1.163	1.227	1.227	1.576	0.3786	0.6903	0.7471	-0.3786	0.3921	0.9154	0.5388	0.8327	0.1955	-0.5754	0.4193	0.7638	1.356	0.4888	-0.4677	0.3853	0.17	0.2924	1.845	1.326	1.326	1.08	0.7144	-0.02507	1.495	-0.8506	0.5754	0.09414	0.2533	0.04388	0.08156	1.092	-0.6666	-0.1827	0.8506	-1.422	-0.09414	0.6511	0.6824	0.3186	0.1573	0.7554	0.5172	0.6983	1.296	1.422	1.24	0.7306	1.356	1.103	0.8871	-0.3252	-1.163	0.4193	1.422	0.4747	1.092	0.8239	0.9842	-0.6204	-0.8327	-0.5029	1.126	-1.092	-1.092	-0.8871	-0.6511	-0.2924	-0.6666
Sample_150	-0.1955	0.6903	0.6053	-0.9443	-0.1067	-0.8327	1.296	1.188	0.8687	0.7807	0.7807	0.2083	-0.4056	-0.4261	-0.1004	-1.08	0.17	-0.1257	-0.7978	-0.9249	-1.919	-1.919	0.7978	-1.67	-1.24	-1.047	-1.069	-1.103	-2.108	-0.9641	-1.296	0.5903	-0.6666	0.9249	-0.8965	0.4747	-2.432	-0.5828	0.4817	-0.03134	-0.17	-1.026	-0.9059	-0.6128	1.722	0.7807	-1.919	-0.4468	-0.1764	-1.695	-0.9842	-0.5244	-1.67	0.3252	-1.047	0.5461	-2.108	-1.356	0.9641	-1.092	-0.1067	-1.296	1.267	0.9641	-0.2989	1.621	-0.1573	0.8327	-0.08784	-0.6666	0.8687	0.4125	-0.6666	-0.6357	1.576	1.457	0.9842	1.555	-0.5461	-0.4888	-0.8151	-0.7388	-0.9842	-1.388	-0.1955	-0.2989	-1.78	0.05643	-1.138
Sample_34	0.5903	0.1764	-0.1257	-0.4677	-2.241	0.5461	-0.9249	-0.6053	-0.5172	-0.3121	-0.5607	-0.8506	0.4193	-0.4677	-1.534	-1.015	-2.432	-1.845	-1.621	0.7063	0.06271	-1.296	0.2211	-1.267	0.17	-0.433	-1.722	-1.026	0.3921	-1.036	-0.2598	-1.296	-0.5754	0.05643	-1.457	-1.919	-0.4193	-0.6433	-2.241	-1.267	0.6983	-1.15	-2.005	0.4959	0.4468	0.7638	0.006267	0.7807	-0.3518	-1.213	-1.015	-1.341	-0.628	1.282	-0.433	-0.4056	-0.7978	-1.227	0.08156	-1.036	-0.9842	-1.534	0.132	0.1067	0.8596	-1.388	-0.5607	0.17	0.3518	0.4607	0.9641	-0.3451	0.2469	2.108	1.069	1.422	0.2598	0.01253	-1.047	0.8779	0.4261	0.7306	-1.845	-1.267	-1.476	-0.1573	1.24	-0.9249	-0.7063
Sample_192	1.356	-0.2019	1.213	1.722	-0.02507	0.2598	-0.2728	0.3921	1.534	1.67	-0.8871	-1.092	2.807	-0.3719	0.1573	0.5978	-1.457	0.3319	0.8871	-0.0188	1.388	1.67	0.7306	0.9641	2.432	2.005	0.6983	-1.422	1.326	-0.7638	0.6824	0.7471	-0.4888	0.6511	0.05643	2.807	0.3853	0.1067	0.1446	-0.06899	0.1955	-0.1067	0.5244	-0.8064	0.7471	-0.6824	1.645	-0.8779	-0.8151	0.3719	-1.356	1.845	-1.44	-1.047	-1.534	-1.495	-0.1383	-0.2924	0.8151	-1.326	-0.7554	0.2989	0.8687	0.8151	-0.4399	-0.2147	-0.3651	0.6511	0.9154	1.722	0.9443	-0.5029	-0.234	0.06899	0.132	0.5534	0.5029	-0.7892	-0.08156	0.7306	0.6903	1.598	0.2858	-1.457	0.02507	-0.3451	1.495	0.6983	-0.5316
Sample_111	0.433	-0.1193	-0.06899	-0.151	-0.05015	0.2211	-1.005	-0.6824	-0.3385	-0.5754	-0.9059	-1.138	0.6666	0.5534	1.092	0.3518	-0.5754	0.3121	-0.006267	0.3252	0.0188	-0.9641	0.6053	-0.2989	0.6511	-0.1891	-0.1827	0.2793	1.036	0.2469	0.7978	-0.006267	-0.17	0.7471	-0.3319	-0.6745	0.1383	0.6903	0.8871	0.9741	0.2083	0.05643	-0.06271	0.5607	0.06899	0.4468	-0.1067	0.5754	-1.621	-0.9059	0.2989	0.6824	-0.8687	0.2598	2.241	1.78	0.1955	-0.2404	0.5681	0.2793	1.15	-0.1004	0.5461	0.5754	-0.2858	-0.8687	-0.1891	0.6357	-0.1383	0.1827	0.3319	-1.621	-0.7807	1.78	-0.132	-0.03134	-1.092	-2.005	1.326	-0.4747	-0.6511	-0.5828	0.1573	-2.241	-0.7388	-1.67	0.4607	-0.9059	-2.241
Sample_194	0.2598	-2.807	0.1955	-0.7978	-0.9154	-0.4125	-2.241	-2.432	-2.241	-2.241	-2.241	-2.005	-1.534	-2.432	-2.432	-1.845	-2.807	-2.807	-2.807	-0.8596	-0.2083	-0.5101	-0.9249	-0.7471	-0.5316	-2.005	-2.432	-2.432	0.2598	0.5101	0.2598	-0.6053	-2.326	-0.9059	-1.555	-0.5029	0.4747	-0.006267	-0.9443	-2.432	-1.388	-1.919	-2.432	-1.026	1.645	0.6053	-0.1955	-0.7471	-1.576	-2.108	-2.432	-2.241	-2.807	0.7306	-0.08784	1.576	0.7807	-1.058	-1.005	-2.432	0.06899	-1.026	-1.188	-1.047	-2.807	-2.807	-2.432	-1.092	-1.495	-0.3585	-0.3921	0.7471	-1.388	-1.576	-0.006267	-2.241	1.326	1.15	1.356	1.576	1.188	0.5607	-1.621	-1.621	-1.24	-1.457	-0.8327	-0.6204	-0.5029
Sample_62	-1.576	-1.326	-1.67	-2.807	-1.457	-1.026	-0.9842	-1.213	-1.026	0.132	0.6357	-0.5534	0.3786	-0.5316	-1.96	-2.432	-0.6824	-1.24	-1.534	-0.1955	-1.534	-2.241	-0.4399	-1.919	-1.845	-2.241	-1.78	-1.282	-0.7638	-0.04388	-1.326	-1.326	-0.6053	-0.5316	-1.722	-0.3585	-0.7388	-1.115	-1.457	-2.005	0.433	-2.432	-1.919	-0.06899	0.9741	1.495	-1.422	0.3121	-0.2728	-2.241	-1.058	-0.5607	-0.3585	1.092	-0.6357	0.2404	-0.3385	-1.495	-0.5607	-1.188	-0.5461	-1.645	-0.8506	-0.6204	-0.7978	-0.234	-0.5172	-0.433	-1.296	-1.24	-0.4888	1.576	-0.2793	0.4959	-0.8965	-1.24	1.78	-0.06271	-0.04388	-0.04388	-0.3385	-0.6824	-0.4888	0.4888	-1.576	-0.3921	-0.1955	-1.103	-0.7471
