SampleID	Known_2	Known_3	Known_4	Known_5	Known_6	Known_7	Known_9	Known_10	Known_11	Known_14	Known_15	Known_16	Known_18	Known_50	Known_19	Known_20	Known_21	Known_22	Known_23	Known_48	Known_24	Known_25	Known_27	Data1_Unknown_1	Data1_Unknown_3	Data1_Unknown_5	Data1_Unknown_6	Data1_Unknown_10	Data1_Unknown_12	Data1_Unknown_18	Data1_Unknown_22	Data1_Unknown_26	Data1_Unknown_28	Data1_Unknown_29	Data1_Unknown_31	Data1_Unknown_32	Data1_Unknown_36	Data1_Unknown_41	Data1_Unknown_42	Data1_Unknown_43	Data1_Unknown_45	Data1_Unknown_46	Data1_Unknown_48	Data1_Unknown_50	Data1_Unknown_51	Data1_Unknown_53	Data1_Unknown_55	Data1_Unknown_57	Data1_Unknown_58	Data1_Unknown_59	Data1_Unknown_60	Data1_Unknown_61	Data1_Unknown_62	Data1_Unknown_63	Data1_Unknown_64	Data1_Unknown_65	Data1_Unknown_66	Data1_Unknown_67	Data1_Unknown_70	Data1_Unknown_71	Data1_Unknown_73	Data1_Unknown_77	Data1_Unknown_78	Data1_Unknown_80	Data1_Unknown_81	Data1_Unknown_82	Data1_Unknown_83	Data1_Unknown_84	Data1_Unknown_85	Data1_Unknown_86	Known_49	Known_30	Known_33	Known_35	Known_37	Known_39	Known_41	Known_42	Known_44	Known_45	Known_46	Known_47	Known_38	Known_32	Known_34	Known_36	Known_31	Known_40	Known_43
Sample_75	-0.6053	1.422	-0.1257	-1.78	-1.163	-0.2858	0.3385	0.7807	-0.3921	-0.9154	0.4607	0.3186	0.006267	0.4125	0.1955	-1.213	1.138	0.1004	-0.3121	-0.4747	-0.234	-1.576	-0.3121	-0.2083	-0.6511	-1.15	0.05643	0.03134	-1.621	-1.495	-1.495	-1.388	0.4747	-0.3518	-1.78	-1.326	-0.6053	-1.78	-0.3055	0.1573	-1.621	-1.15	-0.08784	-2.005	-0.4817	-1.341	0.03134	-1.845	-1.005	-1.213	-0.1193	0.07527	-2.108	-0.8239	-0.5172	-1.069	-0.5172	-1.405	-0.3651	-0.1827	-1.326	-1.163	-0.1955	-0.3385	0.8596	-0.6053	1.103	-0.4056	-0.08784	-0.8871	0.17	0.3252	-0.06899	-0.07527	0.2989	-0.4261	0.8151	-0.1446	-0.8687	1.092	0.8327	0.4468	0.433	-0.2211	0.3252	-0.1193	-0.08784	0.2598	0.9059
Sample_76	-0.2469	0.7471	0.433	-2.108	-2.807	-0.3252	1.24	1.388	0.8506	-1.341	-1.422	-1.326	-1.78	-1.115	-1.621	-2.807	-0.5029	-1.092	-1.576	-0.1004	-1.722	-2.432	0.7144	-2.807	-2.807	-0.6824	-2.108	-2.807	-2.241	-1.621	-1.845	-1.67	-1.67	0.4747	-2.432	-1.138	-2.807	-2.432	-1.621	-1.881	-1.126	-2.807	-2.241	-2.108	-1.213	-1.24	-1.576	-1.919	0.07527	-0.5828	-2.807	-0.9443	-1.722	-1.495	-1.576	-2.005	-2.241	-2.432	0.7807	-2.807	-0.1955	-2.807	0.8151	0.7807	-0.2728	-1.919	-0.6204	0.7144	0.2147	-0.8151	1.78	-0.09414	-1.282	-1.78	0.3786	0.2598	-0.2083	-1.282	-0.8871	1.213	0.9443	0.8151	1.422	-0.3121	-0.1257	0.8687	0.7638	-0.6983	-0.3518
Sample_54	1.296	2.432	1.15	0.5903	0.9059	0.6983	1.267	1.296	0.433	-1.047	-1.047	-0.8327	-1.188	0.4607	0.5172	-1.138	1.422	0.1955	-0.1446	1.092	-1.188	-0.8327	0.6983	0.0188	-1.138	-0.6983	-0.4607	-0.3719	-1.845	-1.15	-1.163	0.3252	-0.5029	0.6357	-0.2598	1.621	-1.457	-1.422	-0.9249	0.4193	-0.9346	-1.213	-1.005	-1.092	-0.433	-1.534	-0.7306	-0.8779	-0.01253	-0.9249	-0.7388	-0.8506	-0.8327	-0.4747	0.1446	-0.08156	-1.457	-1.326	0.7144	-0.6666	0.3121	-1.457	0.5607	0.7306	1.326	0.006267	0.6903	0.7471	0.6357	0.2663	0.7144	1.092	-0.2083	-0.8506	-0.7144	-1.845	-1.326	0.5029	-2.807	-0.3121	-0.2663	-1.163	-0.3385	1.457	-0.9249	1.15	0.04388	-0.8506	-0.04388
Sample_82	-0.132	0.4888	-0.9059	-0.4468	0.2275	-0.08156	1.08	0.7306	0.2663	-0.3252	0.17	0.3186	-0.2728	-0.3989	-1.163	-0.6204	-0.3786	-1.422	-1.069	-0.1193	-0.7388	-0.8871	1.092	0.2793	0.5316	-0.4538	-0.3121	-0.2924	-0.234	-0.3518	-0.8687	-0.9059	-0.0188	1.2	-0.5681	-0.4193	-0.8596	-0.5172	-0.8151	-1.457	-1.08	-0.6511	-0.3585	-1.282	-0.9842	-0.4607	-0.5029	-1.457	0.3651	-0.5461	-0.6128	-1.722	-1.555	-1.422	-0.2211	-0.8239	-0.8327	-0.9641	1.115	-0.6053	-0.9443	-0.9346	1.356	1.092	0.4747	0.4959	-0.01253	1.092	-0.1067	-0.3786	0.2924	-1.457	-0.4193	-1.213	0.2469	1.163	-1.227	0.3651	0.3921	-1.388	-1.138	-0.9443	0.5388	-0.2469	-0.8151	1.722	0.628	-0.8327	-1.115
Sample_58	-0.7807	-0.5607	-1.138	0.05015	0.1955	-0.7638	0.4193	0.4056	-0.2083	0.628	1.645	2.807	0.2147	-0.2598	1.115	0.6204	0.5903	0.4677	-0.1446	-1.267	0.08784	-0.5534	0.1067	0.2598	-0.8327	-0.9059	1.15	1.115	-1.026	0.2083	-0.4677	-0.6357	0.3385	0.5607	-0.4193	-0.7471	0.5316	-0.2728	1.422	1.163	0	0.9059	1.326	-0.3921	-1.388	-0.2211	0.17	0.3121	-0.433	-0.5172	1.15	-0.7638	0.4747	0.1637	0.4747	1.296	0.8506	-0.6511	0.2728	1.422	0.8871	-0.6053	0.4193	0.3121	-0.1193	1.069	0.1573	0.1446	-0.9945	-0.8327	-1.457	-0.04388	1.476	-1.115	-2.807	-0.4261	-0.2728	-0.5828	-0.3651	0.6983	1.213	1.092	-1.78	0.113	-0.08784	0.7807	0.5029	-0.5461	1.457
Sample_2	-0.3121	-0.1573	-0.2989	-0.6053	-0.8239	-1.188	-0.8151	-0.8965	-0.5316	-0.3385	-0.8687	-0.1446	-0.9641	-1.026	-0.0188	-0.151	0.6357	0.3786	0.3121	-0.9443	-0.04388	-0.3451	0.433	0.8327	-0.17	0.4817	0.2147	-0.3121	-0.4056	0.8779	0.05643	-2.005	-0.2989	0.3921	-1.422	-1.67	0.04388	-0.4193	0.5172	0.02507	-0.5754	-0.2083	0.04388	-0.3518	-0.9249	-0.3786	-0.1827	-0.6511	0.3651	0.2019	-0.8151	0.3451	-0.5754	-0.8687	-0.5607	0.2211	0.113	-0.2404	0.4607	-0.4747	-0.04388	-0.1004	0.09414	0.4607	-1.24	-1.005	0.1955	0.433	-0.6666	-0.9741	0.6357	-0.3121	-0.08156	-0.1637	0.9443	1.188	-0.8779	-0.006267	0.6433	0.7144	0.8871	0.4468	0.6666	-0.4056	-0.08784	0.3319	1.163	-0.132	-1.069
Sample_135	1.163	1.296	0.8687	0.5172	0.2275	0.9842	0.4056	0.1891	-0.5029	-0.7638	-0.3786	-0.234	0.6204	0.5316	-0.4747	-0.4747	-1.296	-0.8327	-0.5388	0.7807	0.8871	-0.4468	-0.6511	0.03134	0.4056	-0.6204	0.5101	0.6053	0.2147	-0.2211	0	-0.0188	0.3518	-0.9842	0.006267	0.8506	0.7638	-1.457	0.06899	-0.5029	0.3451	-0.6745	0.3518	0.2275	-0.3385	-0.2019	0.9641	0.5754	-0.3921	-0.4056	0.3451	-0.433	-0.3853	0.9641	1.115	-0.17	0.6433	0.2275	-0.6983	0.4399	0.04388	0.09414	-0.4888	-0.6666	0.9641	-0.151	1.036	-0.7306	1.138	0.8779	0.4538	0.5172	-1.058	-1.495	0.03134	-0.5754	2.241	2.108	-1.388	-2.108	-2.807	-2.432	0.6128	0.6357	-1.919	-0.1955	1.326	-1.015	-0.9945
Sample_127	-0.5754	0.04388	-1.005	-0.5029	0.433	-0.04388	-0.4817	-1.254	-1.356	-0.5244	-0.03134	-0.2924	-0.4747	0.4125	0.234	-0.1067	1.069	0.2469	0.132	-0.4056	-0.628	-0.05643	-0.234	-0.1573	0.2728	-0.08156	0.8064	0.6204	0.5388	1.188	-0.3252	-0.8506	0.6128	-0.03134	-0.8151	0.1446	-0.2663	-0.5029	0.6053	0.1383	-0.9346	-0.1827	0.7554	-1.115	-0.6204	-0.3989	-0.628	-0.8064	0.7978	-0.08156	0.2275	-0.2469	-1.163	-0.5316	1.24	0.4399	-0.0188	-0.3451	-0.3518	0.5101	-0.7306	-0.1573	-0.4607	-0.3518	0.5172	0.04388	0.8687	-0.1955	-0.4888	-0.2533	-0.3385	-0.1446	0.4193	-0.5607	-2.108	-0.3385	-0.3719	-0.9741	-0.9641	-0.2469	-0.1193	0.1004	-0.5029	-0.4959	0.17	0.8327	0.1573	1.175	0.9346
Sample_129	0.234	-0.3518	0.06899	-1.388	-1.621	-0.06899	-0.132	0.1193	-0.2663	-1.67	-0.5978	-0.7471	-1.919	-0.3121	-0.4193	-1.44	-0.3585	-0.7722	-1.24	0.9741	-0.9641	-1.67	1.356	-1.326	-1.267	-1.78	-0.628	-0.9641	-1.514	-0.9443	-1.115	-2.241	-0.8965	1.163	-2.108	-1.026	-0.8596	-0.2728	-0.7638	-0.6204	0.2404	-1.326	-0.7978	-0.5828	-1.24	-1.036	-0.628	-0.5461	-0.04388	-1.845	-1.058	-0.2858	-0.7638	-0.9059	-0.6204	0.1764	-0.6053	-0.6903	1.388	-0.7144	-1.188	-0.7978	1.326	1.388	-0.6511	-0.9443	-1.015	1.326	-0.4747	-0.8871	0.1827	-1.388	-1.326	-0.8327	1.534	0.4747	-0.7978	-1.005	0.4817	-1.296	-1.092	-1.356	0.9842	-1.026	1.005	0.132	-0.8151	-1.67	-0.3786
Sample_98	0.113	0.3921	0.5681	-0.5754	-1.919	0.1573	0.1067	0.3585	0.1573	-0.8687	-0.4888	-1.115	-0.6824	-0.8871	-1.422	-1.267	-0.9443	-0.4677	-0.3319	0.234	-0.7144	-0.9249	0.8506	-0.4193	-0.4538	0.07527	-0.5903	-0.6588	-0.6204	-0.7388	-0.8327	-1.092	-0.3921	1.115	-1.175	-1.356	-0.9945	-1.163	-1.845	-1.495	-0.17	-1.254	-1.092	-0.7471	-0.9641	-0.06271	-0.2598	-0.2211	0.2083	-0.433	-0.8871	-0.4817	0.3451	-0.09414	-0.9249	-0.4056	-1.213	-1.103	1.188	-0.7978	-0.2728	-1.422	1.069	1.138	0.2858	0.3385	-0.09414	0.8871	0.3853	0.2663	0.4056	-1.311	-1.282	-1.138	-0.1193	-0.5172	-0.4607	0.2275	-1.026	0.03134	0.06271	-0.4193	0.6357	0.2211	0.05643	0.6357	-0.1573	0.3121	0.4607
Sample_138	-0.1573	0.2533	0.2083	0.2728	-0.9443	-2.005	-0.2147	0.8779	0.6053	0.2275	-0.3651	-0.8687	-0.04388	-1.138	0.5029	-1.08	-0.8506	0.7978	-0.1446	-0.234	0.06271	-0.2598	0.006267	0.3585	0.2598	0.6357	-0.8506	-0.1257	-0.1446	-0.9249	-1.24	-1.069	-0.7306	-0.3121	-1.213	-1.267	-0.2211	-1.845	0.05643	0.3121	1.175	-1.069	-1.457	0.05643	-0.1827	-1.138	0.5172	0.17	1.534	0.0188	-0.1004	-0.2598	-0.17	-2.807	-1.2	0.8965	-0.3921	-0.8506	-0.09414	-0.07527	-0.03134	-0.8239	-0.1573	-0.05643	-2.005	0.4607	-1.092	0	-1.534	-0.9249	0.2924	0.4747	0.08156	-0.1827	0.3319	0.5534	-1.036	-1.67	-0.1827	-1.126	-0.6666	-0.4888	0.2404	0.4677	-0.2147	0.0188	-0.03134	1.092	-0.2598
Sample_1	-1.126	-0.9443	-0.7306	-0.7306	-1.103	0.6824	-0.234	-0.5461	0.3518	2.241	0.4125	0.3585	1.919	-1.457	0.08156	-0.2793	1.188	1.67	0.8596	-1.78	0.9249	-0.2211	-0.8687	-1.115	0.9842	1.163	0.3121	-1.138	1.495	0.6588	-0.7144	-0.9842	1.457	-1.047	-1.296	1.005	0.8779	-1.24	-0.17	0.09414	0.09414	-0.3585	0.3853	-0.5316	-1.036	-0.9945	1.005	-0.3252	0.03761	0.4959	-1.254	1.495	0.02507	-1.24	0.6666	0.9842	0.8327	-1.058	-0.7306	-0.9154	0.09414	-0.9641	-0.6053	-0.6824	0.1891	0.2083	0.9059	-0.7807	0.7306	2.432	-0.3121	0.08156	-0.5754	-0.433	-0.0188	-1.188	-0.8151	-0.6588	0.7306	0.4607	0.2858	-0.2989	-0.4261	2.005	-0.2533	0.9154	0.9842	1.047	0.4747
Sample_154	-0.4538	0.1067	-0.6666	0.3055	0.9641	-0.3121	1.015	0.6053	0.2858	0.1193	1.405	1.015	0.08156	-0.6357	-0.3786	-0.4056	0.6511	-0.8151	-0.9249	-0.3585	0.132	-0.5101	0.08156	-0.6666	0.1446	-0.1257	1.005	0.08156	-0.2019	-0.2989	-0.7554	-0.1067	0.07527	0.2211	0.09414	1.092	0.08156	-0.9346	-0.04388	-0.4817	-0.2663	-0.3786	1.163	-0.3921	-0.2211	-0.7892	0.4888	-0.4888	0.6511	-0.2083	0.151	-1.115	-0.17	0.2469	-0.4468	-1.005	0.0188	-1.163	0.09414	-0.04388	1.576	-0.8687	0.5754	0.06899	0.3451	1.267	-0.5388	0.08156	-0.3651	0.03761	-0.132	-0.5607	-0.3252	-0.7978	1.296	0.3385	0.1257	2.807	0.6433	-2.807	-2.432	-1.495	-0.5461	-0.6053	0.02507	-0.3186	-0.4468	-1.103	-2.005
Sample_199	0.006267	-0.2275	-0.3853	-0.8687	-0.6824	-0.09414	-0.7978	-0.6204	-0.8596	-0.0188	0.7306	0.2211	0.03134	-0.3252	0.2858	-0.5903	-0.1193	0.1827	-0.2598	0.2147	-0.5029	-0.6053	0.0188	0.5754	-0.1193	-0.234	-0.2211	0.2211	0.1193	0.0188	-0.04388	-0.8687	0.04388	-0.132	-1.047	-0.5754	-0.3719	-0.7807	-0.3252	0.1955	0.09414	-0.6357	-0.5029	-0.6588	0.1764	-0.2858	-0.4747	-0.5903	-0.3651	-0.1446	0.03134	-0.5903	-0.2858	-1.2	0.3121	0.3518	-0.1955	0.5029	-0.17	0.3385	-0.2083	0.2533	-0.3921	-0.1573	-0.5316	0.9741	-0.1891	-0.0188	-0.06899	0.09414	0.3786	0.1383	-1.457	-2.432	-0.2083	0.2469	-0.5029	-1.188	-1.254	-1.005	-1.138	-1.621	1.457	0.5754	-1.476	0.2598	-0.9641	-0.5903	-0.6511
Sample_77	1.722	1.163	1.15	0.6983	-0.2533	2.108	-0.08156	-0.2469	0.06899	-1.267	-0.4747	-0.7892	-0.9443	1.326	-1.188	-0.4193	-0.7225	-1.388	-0.9542	1.621	-0.17	0.2147	0.9059	0.2989	0.2858	-0.7306	0.1193	-0.628	0.3518	0.151	-0.3385	0.06899	0.9842	0.8151	-0.4399	0.1067	0.03134	-0.2211	-0.6511	-1.356	-0.17	-0.5681	-0.1573	-0.9443	-0.1257	-1.115	-0.05643	-0.8779	-0.7144	-0.8239	-0.7388	-0.5461	-0.628	-0.9059	0.7388	-0.4747	0.05643	-0.05643	1.005	-0.5172	-0.2211	0.01253	0.7807	0.9443	1.845	-1.267	0.8151	0.9059	2.005	2.108	2.17	-0.4607	0.3252	-0.6053	-0.1637	0.5903	0.5754	1.555	-1.514	-0.3651	-0.5754	0.0188	0.8871	-0.9641	0.1827	0.7554	-0.2924	-0.1637	-0.8506
Sample_26	-1.188	-0.4538	-0.3385	-0.9741	0.08784	-1.267	-0.3252	-0.05643	-0.8151	-0.2989	0.2989	-0.1573	-0.5461	0.02507	-0.2211	-0.5244	0.5754	0.2598	0.3252	-0.2858	-0.8687	-1.092	-0.6204	0.6983	-1.296	-1.213	-0.006267	0.3719	-1.514	-0.2083	-0.5461	0.006267	0.234	-0.7471	-0.3786	0.6204	-0.5534	-1.026	-0.5607	-0.2728	-1.08	-0.3319	-0.2211	-0.8779	-2.241	-1.78	-0.5316	-0.8779	-0.7471	-1.005	-0.2728	0.5754	-1.026	-0.8239	-0.9059	-0.7554	-0.3385	-0.5316	-0.5903	0.08784	0.2728	-0.2469	-1.069	-0.6983	-0.7807	1.005	0.628	-0.6666	-0.8151	-1.163	-0.7978	0.7306	-0.9059	-1.356	-0.6745	-1.326	0.3121	0.2275	-1.005	0.433	0.7306	-0.1193	1.092	0.3385	-0.7388	-0.8416	-0.9059	-0.6357	-0.006267
Sample_71	1.326	2.108	0.5681	1.103	0.4607	1.621	2.005	1.751	0.9842	-0.2404	-0.1446	0.5029	-0.3319	0.8327	-0.2858	-0.5244	1.534	0.3518	0.2083	1.422	-0.2211	-1.069	0.5461	-0.2598	-0.9059	-0.06899	1.845	0.6588	-1.047	-0.5172	-0.1446	-0.4747	0.8687	0.5316	-0.7807	0.9741	-0.2469	-0.8871	0.02507	-0.4607	0.5754	-0.5978	1.845	-0.06899	-0.3385	-0.9249	-0.06899	0.2663	-0.3385	-0.2275	0.9154	0.3651	0.2793	-0.7554	-0.1193	0.5316	-0.2598	-0.03134	0.4747	1.138	0.4056	-0.1573	0.2598	0.5029	2.241	0.6053	1.495	0.5461	1.621	1.576	0.2211	2.108	1.534	-0.4747	-0.5316	-0.7471	-0.2924	1.005	-1.67	0.3853	0.7144	0.7144	0.3518	-0.6204	0.2083	0.09414	-1.44	-0.433	0.3121
Sample_148	0.113	1.267	-0.6357	-0.3186	-0.8871	-0.3786	0.3585	0.8506	0.08156	1.422	1.163	2.432	0.3319	0.8151	1.005	-0.03134	2.807	0.5172	0.08156	-0.1827	0.2019	-0.1827	2.432	-0.433	-0.1955	0.7471	0.7471	0.9741	-0.6824	-1.115	-0.5903	-0.7306	-0.06899	2.241	-0.8416	-1.092	-0.1446	-0.7554	0.2083	0.8871	-1.341	0.08156	0.8965	-1.282	-2.432	-0.7144	0.6745	-1.036	-0.8871	0.06271	0.17	0.4607	-1.126	-0.4538	0.2728	-1.388	-0.4056	-1.267	1.78	0.9945	1.67	-1.08	2.432	1.845	0.9059	-0.09414	0.7807	2.241	-0.8687	-0.5101	0.5388	0.1573	-0.9741	-0.8965	0.4056	-0.06271	-1.555	-1.356	-0.01253	0.2598	1.069	0.7807	0.7225	-0.4607	1.026	0.3989	-0.6666	0.5029	0.1637
Sample_107	0.8506	0.6357	0.7388	0.7306	-0.07527	0.05643	-0.6666	-0.3121	-0.113	1.2	-0.1067	-0.09414	1.282	0.6511	-0.2533	0.234	-0.5244	-0.9249	0.1637	0.6588	1.24	0.4888	0.6511	0.2469	0.7638	0.8151	1.311	-0.04388	0.132	-1.422	0.1764	-0.8327	0.2989	0.3786	-0.6983	-0.2083	0.3385	-0.2019	0.4468	-0.2211	-0.6433	0	1.213	-1.282	-1.422	-1.163	1.751	-1.175	-0.234	-0.1193	-0.5388	1.254	-0.7063	-0.9842	1.047	-0.9443	0.006267	0.006267	0.6511	0.03761	-1.092	-0.1891	0.8327	0.6357	-0.1827	0.2211	0.3252	0.5903	0.4677	0.2858	1.163	0.5461	0.2728	-0.5903	0.4399	0.6128	0.3451	-0.09414	-0.2598	-0.9249	-0.9443	-1.213	-1.282	0.1764	-1.534	-0.06271	-0.6983	0.3518	-1.476
Sample_86	-0.4747	0.1067	-0.6903	-1.005	-1.138	-0.4468	0.5607	0.9443	0.3651	0.3921	1.213	1.621	-0.3651	0.3921	-0.6588	-0.6983	-0.09414	-0.2533	-0.3786	0.3921	-1.103	-1.534	1.026	-0.5316	-0.3518	-1.24	-0.2083	-0.7306	-1.388	-0.7388	-1.026	-1.722	-0.05015	1.036	-1.254	-1.457	-0.9443	-1.534	0.1573	-0.8327	0.9443	-0.7225	-0.5681	0.9443	-2.807	-0.8327	-0.8965	1.069	0.07527	-1.296	-0.4747	-0.08156	1.845	-1.026	0.8871	1.005	-0.8687	-1.188	0.9443	-0.4747	-0.1827	-1.138	0.9249	0.9249	-0.05643	0.4056	0.2858	1.026	-0.6204	-0.4747	0.7807	0.2147	0.5101	-0.7306	-0.4399	1.047	-1.267	0.1891	0.6666	-0.0188	0.6903	0.1004	0.006267	0.3518	-1.388	-1.296	-1.24	0.09414	-0.7063
Sample_56	1.422	0.6666	0.6511	0.07527	0.2858	1.005	-1.534	-1.534	-1.78	-1.163	-0.9945	-0.7144	-0.8151	0.08156	-0.5681	-0.4888	-0.5607	0.03134	-0.1446	0.9346	0.2211	0.4607	-0.5029	-0.6357	-0.4747	-0.9542	0.1955	-0.2924	0.06899	0.7892	-0.3585	0.1827	0.4888	-0.2598	-0.2275	1.069	0.7306	-0.4468	-0.05643	-0.6983	1.495	-0.5461	0.1446	1.296	-0.006267	-0.03134	-0.03761	1.267	-0.7807	-0.4817	-0.4399	-0.17	1.78	0.7638	1.422	0.8239	0.9741	0.006267	-0.7144	-0.3518	-1.388	-0.3518	-0.9249	-0.6511	0.3186	-0.9741	0.4888	-0.5172	0.7722	1.069	1.405	0.3921	0.2858	-1.163	-1.621	-0.8151	-0.9443	0.03761	-0.7388	0.1383	-0.03134	0.2275	-0.2598	0.4193	0.151	-1.188	-1.67	0.4888	0.9641
Sample_65	0.4607	0.7225	0.3518	1.163	1.722	0.8327	-0.5316	-0.4677	0.0188	-0.4261	-1.267	-0.1955	0.4468	1.722	1.845	1.296	2.432	1.845	1.555	0.2469	1.919	1.069	-1.388	2.432	1.44	1.598	1.267	2.005	0.8506	0.9842	0.2793	0.04388	1.24	-1.495	-0.4399	1.534	2.108	-0.4747	0.9641	1.495	0.3786	1.296	1.267	1.175	-0.234	-0.5607	1.645	1.015	1.24	0.8687	0.8596	-0.006267	1.254	0.2275	0.4607	0.9641	2.241	0.8327	-1.388	1.296	1.326	1.44	-1.576	-1.356	1.15	-0.006267	1.67	-1.356	0.8871	0.9542	-0.3786	1.534	0	-2.108	-1.495	-0.8687	-0.5461	0.5978	-1.919	2.807	2.432	1.919	0.8064	-0.9059	-0.6357	-1.188	-0.628	-0.3518	1.005
Sample_52	1.092	0.8327	0.3921	0.6204	1.069	0.8687	0.2793	0.5534	0.3385	-0.9641	-1.069	-1.457	0.1193	0.3518	0.006267	-0.09414	0.7807	-0.1764	-0.04388	1.213	0.4677	-0.8151	0.4817	1.78	1.047	-0.3252	0.4677	-0.628	0.3719	-0.3121	-0.6204	-0.3921	0.2469	0.4468	-0.6588	1.163	0.2598	0.04388	0.2989	0.006267	1.08	-0.2598	0.2663	0.6128	-0.05015	-0.1827	0.5029	1.015	0.4817	-0.5607	-0.7144	0.09414	1.326	0.5244	1.092	0.9346	0.2469	-0.6511	0.2989	-0.5754	-1.621	-0.3921	0.2728	0.2728	1.026	-0.4193	0.6588	0.4747	0.3252	0.4261	-0.1955	1.138	-1.24	-1.457	-0.2083	-1.163	-0.6983	-0.6588	-1.751	-0.8506	-1.069	-1.326	0.7638	1.138	-0.3252	-0.2469	-0.08784	-0.3853	-0.6204
Sample_4	0.6357	0.7978	0.1764	-0.2275	1.005	-0.2211	0.03134	-0.4056	-0.9443	-0.8506	0.9641	2.108	-0.8327	0.06899	-0.06899	-0.5534	-0.7978	-0.6824	-1.213	0.6588	-2.005	-0.7807	-0.2858	1.311	0.3252	-2.432	0.6204	-0.8239	-0.2924	-0.4607	-1.115	0.234	-0.9443	-0.433	-0.09414	0.4607	-1.188	-0.3651	0.7807	-0.09414	0.5316	-0.5101	0.6903	0.8064	-0.08156	0.08156	-1.845	0.8416	0.2083	-2.432	-0.7807	-1.621	1.2	0.06271	0.3385	-0.2924	-0.6053	-0.2924	-0.5029	-0.7722	-0.7978	-0.3252	-0.5316	-0.4468	-0.5461	0.8779	-1.356	-0.3921	-0.5244	-0.8506	0.3319	0.234	0.4747	-0.9249	-0.5978	0.1637	-0.151	0.9443	-0.6433	-0.2275	-0.2924	-0.7638	-0.6204	-0.433	0.2598	1.092	0.2924	-0.2019	-0.3252
Sample_142	-0.3319	-0.6053	-0.1573	0.4193	0.7471	0.006267	-0.5534	-0.5607	-0.6824	-0.5461	-0.3518	-0.3252	0.1955	0.7978	1.422	0.9842	1.24	1.919	2.241	-0.6204	0.9249	0.4193	-1.213	-0.1955	0.6204	-0.4538	1.495	0.7306	1.188	0.5681	0.2275	0.3385	1.621	-1.457	-0.1955	0.5461	1.213	0.1955	1.356	1.103	0.09414	1.036	1.388	0.8064	-0.8506	-0.1067	0.6983	0.6666	0.2858	-0.09414	0.3921	1.163	1.026	0.4538	0.9842	1.138	1.576	0.3252	-1.67	0.6357	-0.8239	0.4817	-1.356	-1.534	0.2728	-0.2858	1.96	-1.115	-0.0188	-0.006267	-0.433	0.1193	-0.4747	-0.7554	-0.8239	0.6666	-1.555	-0.3651	0.234	0.8506	1.24	2.005	0.9443	-0.5903	0.1955	1.213	1.296	1.175	1.621
Sample_132	0.3451	0.9842	0.7978	1.005	1.576	0.4468	1.722	2.108	1.026	0.1827	1.047	1.138	0.2147	0.4959	0.9346	0.5607	1.047	1.476	1.67	1.092	-0.7638	-0.7471	0.03134	-0.1067	-1.457	0.3319	0.6511	0.2211	-0.3518	-1.15	-1.005	-0.08156	1.15	-0.234	0.02507	0.7978	-1.026	-0.1764	1.115	0.6983	0.3786	0.5316	0.6903	0.6357	-0.6357	-1.341	-0.3252	0.6357	0.3121	-0.4468	0.5172	1.047	0.6433	-1.069	-0.3921	-0.7892	-0.9249	-0.07527	-0.006267	0.7638	-1.026	-0.2147	0.03134	-0.0188	1.422	0.5316	1.2	0.04388	1.296	0.7144	0.3518	0.433	-2.241	-0.1637	0.8871	0.1637	-1.069	-0.9741	0.2858	1.356	1.103	1.267	-0.1891	-0.151	2.807	0.3319	0.113	0.9842	0.8871
Sample_180	0.08156	0.03134	-0.9842	-1.722	-0.9641	-0.0188	0.04388	-0.01253	-0.09414	-0.7306	-1.495	-0.4607	-1.621	-0.6983	-1.296	-1.44	-0.4817	-0.5172	-0.7471	0.1257	-0.8064	0.06271	0.234	-0.3121	-1.005	-1.092	-0.0188	-0.04388	-0.9842	0.4817	-1.267	-1.495	-0.3518	0.2989	-1.67	-0.6983	-0.433	-1.213	-1.78	-1.188	0.5316	-1.422	0.006267	1.103	-0.5388	-0.3989	-0.9249	1.311	0.9249	-0.6983	-0.06899	-0.1573	1.44	0.7807	-0.3451	-0.9842	-0.1383	-0.4399	0.1446	0.06271	-0.6588	-0.6511	0.04388	0.1193	0.05643	-1.356	0.03761	0.234	-0.5978	-0.1891	0.8151	-0.8327	1.67	1.026	-0.4399	1.092	-1.44	-0.5029	0.02507	-0.113	-0.6357	-0.1383	-0.5754	-1.138	0.2728	-0.7306	-1.388	0.4056	-0.5681
Sample_102	-1.845	-2.326	-0.8327	-1.188	-0.05015	-1.722	-2.108	-1.722	-1.534	0.6983	0.3719	0.6824	0.3518	-1.388	-0.8239	-0.05643	-1.621	-0.2083	0.2469	-1.356	0.5534	-0.4193	-0.8327	0.7471	0.433	-0.5461	0.1827	-0.08784	0.3385	0.9059	-0.7554	-0.7554	-0.1955	-0.6204	-0.2598	1.845	1.036	0.3451	0.8327	-0.8687	1.388	-0.03761	0.1446	1.103	0.1067	-0.17	0.2598	1.138	0.4056	-0.1955	-0.4747	0.1573	1.919	-0.433	0.6983	-0.01253	1.372	-0.04388	-0.9443	-0.1827	0.1193	0.1827	-1.026	-0.8327	-1.67	0.8064	-0.3252	-0.7144	-1.326	-1.78	-1.919	-1.67	-0.3121	-1.722	0.151	-1.534	0.9059	-0.3121	0.6983	0.3319	0.8151	0.628	-1.457	-0.7471	-0.4747	-0.6433	0.02507	0.6357	1.069
